,Store,Weekday,Date,People,Open/Close,Promotions of the store,Holiday_of_the_city,Holiday_Of_Educational_Institute,Date_No
11441,292,2,21-07-2015,0,Close,No,No Holiday,Yes,2015.64086758
11442,293,2,21-07-2015,681,Open,No,No Holiday,Yes,2015.64086758
11443,294,2,21-07-2015,859,Open,No,No Holiday,No,2015.64086758
11444,295,2,21-07-2015,764,Open,No,No Holiday,No,2015.64086758
11445,296,2,21-07-2015,721,Open,No,No Holiday,No,2015.64086758
11446,297,2,21-07-2015,645,Open,No,No Holiday,No,2015.64086758
11447,298,2,21-07-2015,542,Open,No,No Holiday,No,2015.64086758
11448,299,2,21-07-2015,1087,Open,No,No Holiday,Yes,2015.64086758
11449,300,2,21-07-2015,942,Open,No,No Holiday,No,2015.64086758
11450,301,2,21-07-2015,512,Open,No,No Holiday,Yes,2015.64086758
11451,302,2,21-07-2015,246,Open,No,No Holiday,No,2015.64086758
11452,303,2,21-07-2015,638,Open,No,No Holiday,Yes,2015.64086758
11453,304,2,21-07-2015,1089,Open,No,No Holiday,No,2015.64086758
11454,305,2,21-07-2015,492,Open,No,No Holiday,No,2015.64086758
11455,306,2,21-07-2015,476,Open,No,No Holiday,No,2015.64086758
11456,307,2,21-07-2015,292,Open,No,No Holiday,Yes,2015.64086758
11457,308,2,21-07-2015,798,Open,No,No Holiday,Yes,2015.64086758
11458,309,2,21-07-2015,441,Open,No,No Holiday,Yes,2015.64086758
11459,310,2,21-07-2015,684,Open,No,No Holiday,Yes,2015.64086758
11460,311,2,21-07-2015,785,Open,No,No Holiday,No,2015.64086758
11461,312,2,21-07-2015,491,Open,No,No Holiday,No,2015.64086758
11462,313,2,21-07-2015,584,Open,No,No Holiday,Yes,2015.64086758
11463,314,2,21-07-2015,498,Open,No,No Holiday,Yes,2015.64086758
11464,315,2,21-07-2015,437,Open,No,No Holiday,Yes,2015.64086758
11465,316,2,21-07-2015,708,Open,No,No Holiday,Yes,2015.64086758
11466,317,2,21-07-2015,458,Open,No,No Holiday,No,2015.64086758
11467,318,2,21-07-2015,480,Open,No,No Holiday,Yes,2015.64086758
11468,319,2,21-07-2015,694,Open,No,No Holiday,Yes,2015.64086758
11469,320,2,21-07-2015,1976,Open,No,No Holiday,Yes,2015.64086758
11470,321,2,21-07-2015,432,Open,No,No Holiday,Yes,2015.64086758
11471,322,2,21-07-2015,528,Open,No,No Holiday,Yes,2015.64086758
11472,323,2,21-07-2015,528,Open,No,No Holiday,No,2015.64086758
11473,324,2,21-07-2015,685,Open,No,No Holiday,Yes,2015.64086758
11474,325,2,21-07-2015,559,Open,No,No Holiday,Yes,2015.64086758
11475,326,2,21-07-2015,378,Open,No,No Holiday,No,2015.64086758
11476,327,2,21-07-2015,780,Open,No,No Holiday,Yes,2015.64086758
11477,328,2,21-07-2015,456,Open,No,No Holiday,Yes,2015.64086758
11478,329,2,21-07-2015,525,Open,No,No Holiday,Yes,2015.64086758
11479,330,2,21-07-2015,338,Open,No,No Holiday,Yes,2015.64086758
11480,331,2,21-07-2015,775,Open,No,No Holiday,No,2015.64086758
11481,332,2,21-07-2015,414,Open,No,No Holiday,Yes,2015.64086758
11482,333,2,21-07-2015,1166,Open,No,No Holiday,Yes,2015.64086758
11483,334,2,21-07-2015,427,Open,No,No Holiday,Yes,2015.64086758
11484,335,2,21-07-2015,2260,Open,No,No Holiday,Yes,2015.64086758
11485,336,2,21-07-2015,1830,Open,No,No Holiday,No,2015.64086758
11486,337,2,21-07-2015,321,Open,No,No Holiday,No,2015.64086758
11487,338,2,21-07-2015,517,Open,No,No Holiday,No,2015.64086758
11488,339,2,21-07-2015,721,Open,No,No Holiday,No,2015.64086758
11489,340,2,21-07-2015,572,Open,No,No Holiday,Yes,2015.64086758
11490,341,2,21-07-2015,611,Open,No,No Holiday,Yes,2015.64086758
11491,342,2,21-07-2015,702,Open,No,No Holiday,No,2015.64086758
11492,343,2,21-07-2015,573,Open,No,No Holiday,Yes,2015.64086758
11493,344,2,21-07-2015,1158,Open,No,No Holiday,Yes,2015.64086758
11494,345,2,21-07-2015,440,Open,No,No Holiday,No,2015.64086758
11495,346,2,21-07-2015,634,Open,No,No Holiday,Yes,2015.64086758
11496,347,2,21-07-2015,336,Open,No,No Holiday,No,2015.64086758
11497,348,2,21-07-2015,655,Open,No,No Holiday,No,2015.64086758
11498,349,2,21-07-2015,744,Open,No,No Holiday,Yes,2015.64086758
11499,350,2,21-07-2015,405,Open,No,No Holiday,No,2015.64086758
11500,351,2,21-07-2015,381,Open,No,No Holiday,Yes,2015.64086758
11501,352,2,21-07-2015,543,Open,No,No Holiday,Yes,2015.64086758
11502,353,2,21-07-2015,1686,Open,No,No Holiday,No,2015.64086758
11503,354,2,21-07-2015,539,Open,No,No Holiday,Yes,2015.64086758
11504,355,2,21-07-2015,1030,Open,No,No Holiday,Yes,2015.64086758
11505,356,2,21-07-2015,412,Open,No,No Holiday,No,2015.64086758
11506,357,2,21-07-2015,844,Open,No,No Holiday,Yes,2015.64086758
11507,358,2,21-07-2015,890,Open,No,No Holiday,Yes,2015.64086758
11508,359,2,21-07-2015,511,Open,No,No Holiday,No,2015.64086758
11509,360,2,21-07-2015,648,Open,No,No Holiday,Yes,2015.64086758
11510,361,2,21-07-2015,448,Open,No,No Holiday,Yes,2015.64086758
11511,362,2,21-07-2015,1067,Open,No,No Holiday,No,2015.64086758
11512,363,2,21-07-2015,838,Open,No,No Holiday,Yes,2015.64086758
11513,364,2,21-07-2015,627,Open,No,No Holiday,No,2015.64086758
11514,365,2,21-07-2015,471,Open,No,No Holiday,No,2015.64086758
11515,366,2,21-07-2015,543,Open,No,No Holiday,Yes,2015.64086758
11516,367,2,21-07-2015,420,Open,No,No Holiday,Yes,2015.64086758
11517,368,2,21-07-2015,589,Open,No,No Holiday,No,2015.64086758
11518,369,2,21-07-2015,471,Open,No,No Holiday,No,2015.64086758
11519,370,2,21-07-2015,489,Open,No,No Holiday,Yes,2015.64086758
11520,371,2,21-07-2015,405,Open,No,No Holiday,No,2015.64086758
11521,372,2,21-07-2015,604,Open,No,No Holiday,Yes,2015.64086758
11522,373,2,21-07-2015,224,Open,No,No Holiday,No,2015.64086758
11523,374,2,21-07-2015,790,Open,No,No Holiday,Yes,2015.64086758
11524,375,2,21-07-2015,739,Open,No,No Holiday,Yes,2015.64086758
11525,376,2,21-07-2015,747,Open,No,No Holiday,Yes,2015.64086758
11526,377,2,21-07-2015,942,Open,No,No Holiday,Yes,2015.64086758
11527,378,2,21-07-2015,1013,Open,No,No Holiday,Yes,2015.64086758
11528,379,2,21-07-2015,462,Open,No,No Holiday,No,2015.64086758
11529,380,2,21-07-2015,1204,Open,No,No Holiday,Yes,2015.64086758
11530,381,2,21-07-2015,877,Open,No,No Holiday,Yes,2015.64086758
11531,382,2,21-07-2015,515,Open,No,No Holiday,Yes,2015.64086758
11532,383,2,21-07-2015,2201,Open,No,No Holiday,No,2015.64086758
11533,384,2,21-07-2015,1025,Open,No,No Holiday,Yes,2015.64086758
11534,385,2,21-07-2015,477,Open,No,No Holiday,No,2015.64086758
11535,386,2,21-07-2015,474,Open,No,No Holiday,Yes,2015.64086758
11536,387,2,21-07-2015,1030,Open,No,No Holiday,Yes,2015.64086758
11537,388,2,21-07-2015,949,Open,No,No Holiday,Yes,2015.64086758
11538,389,2,21-07-2015,1243,Open,No,No Holiday,Yes,2015.64086758
11539,390,2,21-07-2015,866,Open,No,No Holiday,Yes,2015.64086758
11540,391,2,21-07-2015,614,Open,No,No Holiday,Yes,2015.64086758
11541,392,2,21-07-2015,587,Open,No,No Holiday,Yes,2015.64086758
11542,393,2,21-07-2015,456,Open,No,No Holiday,Yes,2015.64086758
11543,394,2,21-07-2015,560,Open,No,No Holiday,No,2015.64086758
11544,395,2,21-07-2015,432,Open,No,No Holiday,Yes,2015.64086758
11545,396,2,21-07-2015,947,Open,No,No Holiday,Yes,2015.64086758
11546,397,2,21-07-2015,643,Open,No,No Holiday,Yes,2015.64086758
11547,398,2,21-07-2015,504,Open,No,No Holiday,Yes,2015.64086758
11548,399,2,21-07-2015,488,Open,No,No Holiday,No,2015.64086758
11549,400,2,21-07-2015,1129,Open,No,No Holiday,Yes,2015.64086758
11550,401,2,21-07-2015,567,Open,No,No Holiday,Yes,2015.64086758
11551,402,2,21-07-2015,460,Open,No,No Holiday,Yes,2015.64086758
11552,403,2,21-07-2015,680,Open,No,No Holiday,Yes,2015.64086758
11553,404,2,21-07-2015,651,Open,No,No Holiday,No,2015.64086758
11554,405,2,21-07-2015,367,Open,No,No Holiday,Yes,2015.64086758
11555,406,2,21-07-2015,441,Open,No,No Holiday,No,2015.64086758
11556,407,2,21-07-2015,314,Open,No,No Holiday,No,2015.64086758
11557,408,2,21-07-2015,439,Open,No,No Holiday,No,2015.64086758
11558,409,2,21-07-2015,526,Open,No,No Holiday,No,2015.64086758
11559,410,2,21-07-2015,614,Open,No,No Holiday,Yes,2015.64086758
11560,411,2,21-07-2015,612,Open,No,No Holiday,No,2015.64086758
11561,412,2,21-07-2015,536,Open,No,No Holiday,No,2015.64086758
11562,413,2,21-07-2015,912,Open,No,No Holiday,No,2015.64086758
11563,414,2,21-07-2015,436,Open,No,No Holiday,No,2015.64086758
11564,415,2,21-07-2015,437,Open,No,No Holiday,No,2015.64086758
11565,416,2,21-07-2015,1173,Open,No,No Holiday,Yes,2015.64086758
11566,417,2,21-07-2015,557,Open,No,No Holiday,Yes,2015.64086758
11567,418,2,21-07-2015,475,Open,No,No Holiday,Yes,2015.64086758
11568,419,2,21-07-2015,727,Open,No,No Holiday,Yes,2015.64086758
11569,420,2,21-07-2015,464,Open,No,No Holiday,No,2015.64086758
11570,421,2,21-07-2015,901,Open,No,No Holiday,Yes,2015.64086758
11571,422,2,21-07-2015,360,Open,No,No Holiday,Yes,2015.64086758
11572,423,2,21-07-2015,1826,Open,No,No Holiday,Yes,2015.64086758
11573,424,2,21-07-2015,662,Open,No,No Holiday,Yes,2015.64086758
11574,425,2,21-07-2015,392,Open,No,No Holiday,Yes,2015.64086758
11575,426,2,21-07-2015,562,Open,No,No Holiday,Yes,2015.64086758
11576,427,2,21-07-2015,636,Open,No,No Holiday,No,2015.64086758
11577,428,2,21-07-2015,481,Open,No,No Holiday,No,2015.64086758
11578,429,2,21-07-2015,341,Open,No,No Holiday,No,2015.64086758
11579,430,2,21-07-2015,599,Open,No,No Holiday,No,2015.64086758
11580,431,2,21-07-2015,786,Open,No,No Holiday,Yes,2015.64086758
11581,432,2,21-07-2015,1693,Open,No,No Holiday,Yes,2015.64086758
11582,433,2,21-07-2015,679,Open,No,No Holiday,Yes,2015.64086758
11583,434,2,21-07-2015,493,Open,No,No Holiday,No,2015.64086758
11584,435,2,21-07-2015,341,Open,No,No Holiday,Yes,2015.64086758
11585,436,2,21-07-2015,505,Open,No,No Holiday,Yes,2015.64086758
11586,437,2,21-07-2015,564,Open,No,No Holiday,Yes,2015.64086758
11587,438,2,21-07-2015,432,Open,No,No Holiday,Yes,2015.64086758
11588,439,2,21-07-2015,720,Open,No,No Holiday,Yes,2015.64086758
11589,440,2,21-07-2015,612,Open,No,No Holiday,No,2015.64086758
11590,441,2,21-07-2015,546,Open,No,No Holiday,Yes,2015.64086758
11591,442,2,21-07-2015,355,Open,No,No Holiday,No,2015.64086758
11592,443,2,21-07-2015,375,Open,No,No Holiday,Yes,2015.64086758
11593,444,2,21-07-2015,1111,Open,No,No Holiday,Yes,2015.64086758
11594,445,2,21-07-2015,1244,Open,No,No Holiday,Yes,2015.64086758
11595,446,2,21-07-2015,511,Open,No,No Holiday,Yes,2015.64086758
11596,447,2,21-07-2015,531,Open,No,No Holiday,Yes,2015.64086758
11597,448,2,21-07-2015,612,Open,No,No Holiday,Yes,2015.64086758
11598,449,2,21-07-2015,1423,Open,No,No Holiday,No,2015.64086758
11599,450,2,21-07-2015,875,Open,No,No Holiday,No,2015.64086758
11600,451,2,21-07-2015,406,Open,No,No Holiday,No,2015.64086758
11601,452,2,21-07-2015,432,Open,No,No Holiday,Yes,2015.64086758
11602,453,2,21-07-2015,1293,Open,No,No Holiday,Yes,2015.64086758
11603,454,2,21-07-2015,628,Open,No,No Holiday,Yes,2015.64086758
11604,455,2,21-07-2015,395,Open,No,No Holiday,No,2015.64086758
11605,456,2,21-07-2015,763,Open,No,No Holiday,Yes,2015.64086758
11606,457,2,21-07-2015,380,Open,No,No Holiday,No,2015.64086758
11607,458,2,21-07-2015,622,Open,No,No Holiday,No,2015.64086758
11608,459,2,21-07-2015,1014,Open,No,No Holiday,Yes,2015.64086758
11609,460,2,21-07-2015,395,Open,No,No Holiday,Yes,2015.64086758
11610,461,2,21-07-2015,365,Open,No,No Holiday,No,2015.64086758
11611,462,2,21-07-2015,583,Open,No,No Holiday,Yes,2015.64086758
11612,463,2,21-07-2015,745,Open,No,No Holiday,Yes,2015.64086758
11613,464,2,21-07-2015,1150,Open,No,No Holiday,Yes,2015.64086758
11614,465,2,21-07-2015,501,Open,No,No Holiday,No,2015.64086758
11615,466,2,21-07-2015,585,Open,No,No Holiday,Yes,2015.64086758
11616,467,2,21-07-2015,1439,Open,No,No Holiday,Yes,2015.64086758
11617,468,2,21-07-2015,638,Open,No,No Holiday,Yes,2015.64086758
11618,469,2,21-07-2015,1159,Open,No,No Holiday,Yes,2015.64086758
11619,470,2,21-07-2015,1406,Open,No,No Holiday,Yes,2015.64086758
11620,471,2,21-07-2015,496,Open,No,No Holiday,No,2015.64086758
11621,472,2,21-07-2015,614,Open,No,No Holiday,Yes,2015.64086758
11622,473,2,21-07-2015,383,Open,No,No Holiday,Yes,2015.64086758
11623,474,2,21-07-2015,597,Open,No,No Holiday,Yes,2015.64086758
11624,475,2,21-07-2015,812,Open,No,No Holiday,Yes,2015.64086758
11625,476,2,21-07-2015,567,Open,No,No Holiday,Yes,2015.64086758
11626,477,2,21-07-2015,369,Open,No,No Holiday,No,2015.64086758
11627,478,2,21-07-2015,571,Open,No,No Holiday,Yes,2015.64086758
11628,479,2,21-07-2015,1407,Open,No,No Holiday,Yes,2015.64086758
11629,480,2,21-07-2015,557,Open,No,No Holiday,Yes,2015.64086758
11630,481,2,21-07-2015,416,Open,No,No Holiday,No,2015.64086758
11631,482,2,21-07-2015,625,Open,No,No Holiday,Yes,2015.64086758
11632,483,2,21-07-2015,705,Open,No,No Holiday,Yes,2015.64086758
11633,484,2,21-07-2015,520,Open,No,No Holiday,Yes,2015.64086758
11634,485,2,21-07-2015,391,Open,No,No Holiday,No,2015.64086758
11635,486,2,21-07-2015,391,Open,No,No Holiday,Yes,2015.64086758
11636,487,2,21-07-2015,555,Open,No,No Holiday,Yes,2015.64086758
11637,488,2,21-07-2015,284,Open,No,No Holiday,Yes,2015.64086758
11638,489,2,21-07-2015,592,Open,No,No Holiday,Yes,2015.64086758
11639,490,2,21-07-2015,939,Open,No,No Holiday,No,2015.64086758
11640,491,2,21-07-2015,421,Open,No,No Holiday,No,2015.64086758
11641,492,2,21-07-2015,1086,Open,No,No Holiday,No,2015.64086758
11642,493,2,21-07-2015,673,Open,No,No Holiday,Yes,2015.64086758
11643,494,2,21-07-2015,883,Open,No,No Holiday,Yes,2015.64086758
11644,495,2,21-07-2015,326,Open,No,No Holiday,No,2015.64086758
11645,496,2,21-07-2015,646,Open,No,No Holiday,Yes,2015.64086758
11646,497,2,21-07-2015,1075,Open,No,No Holiday,No,2015.64086758
11647,498,2,21-07-2015,829,Open,No,No Holiday,No,2015.64086758
11648,499,2,21-07-2015,657,Open,No,No Holiday,No,2015.64086758
11649,500,2,21-07-2015,416,Open,No,No Holiday,No,2015.64086758
11650,501,2,21-07-2015,480,Open,No,No Holiday,No,2015.64086758
11651,502,2,21-07-2015,1336,Open,No,No Holiday,No,2015.64086758
11652,503,2,21-07-2015,340,Open,No,No Holiday,Yes,2015.64086758
11653,504,2,21-07-2015,839,Open,No,No Holiday,No,2015.64086758
11654,505,2,21-07-2015,554,Open,No,No Holiday,No,2015.64086758
11655,506,2,21-07-2015,647,Open,No,No Holiday,Yes,2015.64086758
11656,507,2,21-07-2015,534,Open,No,No Holiday,Yes,2015.64086758
11657,508,2,21-07-2015,589,Open,No,No Holiday,Yes,2015.64086758
11658,509,2,21-07-2015,467,Open,No,No Holiday,No,2015.64086758
11659,510,2,21-07-2015,678,Open,No,No Holiday,Yes,2015.64086758
11660,511,2,21-07-2015,802,Open,No,No Holiday,No,2015.64086758
11661,512,2,21-07-2015,1595,Open,No,No Holiday,No,2015.64086758
11662,513,2,21-07-2015,1770,Open,No,No Holiday,Yes,2015.64086758
11663,514,2,21-07-2015,512,Open,No,No Holiday,No,2015.64086758
11664,515,2,21-07-2015,531,Open,No,No Holiday,Yes,2015.64086758
11665,516,2,21-07-2015,667,Open,No,No Holiday,Yes,2015.64086758
11666,517,2,21-07-2015,660,Open,No,No Holiday,No,2015.64086758
11667,518,2,21-07-2015,409,Open,No,No Holiday,No,2015.64086758
11668,519,2,21-07-2015,432,Open,No,No Holiday,Yes,2015.64086758
11669,520,2,21-07-2015,431,Open,No,No Holiday,Yes,2015.64086758
11670,521,2,21-07-2015,381,Open,No,No Holiday,No,2015.64086758
11671,522,2,21-07-2015,575,Open,No,No Holiday,No,2015.64086758
11672,523,2,21-07-2015,1381,Open,No,No Holiday,Yes,2015.64086758
11673,524,2,21-07-2015,799,Open,No,No Holiday,Yes,2015.64086758
11674,525,2,21-07-2015,694,Open,No,No Holiday,Yes,2015.64086758
11675,526,2,21-07-2015,1295,Open,No,No Holiday,Yes,2015.64086758
11676,527,2,21-07-2015,749,Open,No,No Holiday,Yes,2015.64086758
11677,528,2,21-07-2015,791,Open,No,No Holiday,Yes,2015.64086758
11678,529,2,21-07-2015,657,Open,No,No Holiday,Yes,2015.64086758
11679,530,2,21-07-2015,1396,Open,No,No Holiday,Yes,2015.64086758
11680,531,2,21-07-2015,516,Open,No,No Holiday,Yes,2015.64086758
11681,532,2,21-07-2015,1205,Open,No,No Holiday,Yes,2015.64086758
11682,533,2,21-07-2015,856,Open,No,No Holiday,No,2015.64086758
11683,534,2,21-07-2015,389,Open,No,No Holiday,No,2015.64086758
11684,535,2,21-07-2015,849,Open,No,No Holiday,Yes,2015.64086758
11685,536,2,21-07-2015,849,Open,No,No Holiday,Yes,2015.64086758
11686,537,2,21-07-2015,599,Open,No,No Holiday,No,2015.64086758
11687,538,2,21-07-2015,517,Open,No,No Holiday,Yes,2015.64086758
11688,539,2,21-07-2015,1077,Open,No,No Holiday,No,2015.64086758
11689,540,2,21-07-2015,400,Open,No,No Holiday,No,2015.64086758
11690,541,2,21-07-2015,646,Open,No,No Holiday,Yes,2015.64086758
11691,542,2,21-07-2015,427,Open,No,No Holiday,No,2015.64086758
11692,543,2,21-07-2015,201,Open,No,No Holiday,No,2015.64086758
11693,544,2,21-07-2015,1565,Open,No,No Holiday,Yes,2015.64086758
11694,545,2,21-07-2015,812,Open,No,No Holiday,Yes,2015.64086758
11695,546,2,21-07-2015,1720,Open,No,No Holiday,Yes,2015.64086758
11696,547,2,21-07-2015,437,Open,No,No Holiday,No,2015.64086758
11697,548,2,21-07-2015,292,Open,No,No Holiday,No,2015.64086758
11698,549,2,21-07-2015,484,Open,No,No Holiday,Yes,2015.64086758
11699,550,2,21-07-2015,361,Open,No,No Holiday,No,2015.64086758
11700,551,2,21-07-2015,946,Open,No,No Holiday,Yes,2015.64086758
11701,552,2,21-07-2015,608,Open,No,No Holiday,No,2015.64086758
11702,553,2,21-07-2015,526,Open,No,No Holiday,No,2015.64086758
11703,554,2,21-07-2015,675,Open,No,No Holiday,Yes,2015.64086758
11704,555,2,21-07-2015,389,Open,No,No Holiday,No,2015.64086758
11705,556,2,21-07-2015,760,Open,No,No Holiday,Yes,2015.64086758
11706,557,2,21-07-2015,507,Open,No,No Holiday,Yes,2015.64086758
11707,558,2,21-07-2015,405,Open,No,No Holiday,Yes,2015.64086758
11708,559,2,21-07-2015,738,Open,No,No Holiday,Yes,2015.64086758
11709,560,2,21-07-2015,1468,Open,No,No Holiday,Yes,2015.64086758
11710,561,2,21-07-2015,620,Open,No,No Holiday,Yes,2015.64086758
11711,562,2,21-07-2015,3016,Open,No,No Holiday,No,2015.64086758
11712,563,2,21-07-2015,494,Open,No,No Holiday,Yes,2015.64086758
11713,564,2,21-07-2015,419,Open,No,No Holiday,Yes,2015.64086758
11714,565,2,21-07-2015,637,Open,No,No Holiday,Yes,2015.64086758
11715,566,2,21-07-2015,518,Open,No,No Holiday,Yes,2015.64086758
11716,567,2,21-07-2015,533,Open,No,No Holiday,Yes,2015.64086758
11717,568,2,21-07-2015,373,Open,No,No Holiday,No,2015.64086758
11718,569,2,21-07-2015,668,Open,No,No Holiday,Yes,2015.64086758
11719,570,2,21-07-2015,539,Open,No,No Holiday,Yes,2015.64086758
11720,571,2,21-07-2015,493,Open,No,No Holiday,No,2015.64086758
11721,572,2,21-07-2015,448,Open,No,No Holiday,Yes,2015.64086758
11722,573,2,21-07-2015,309,Open,No,No Holiday,No,2015.64086758
11723,574,2,21-07-2015,560,Open,No,No Holiday,No,2015.64086758
11724,575,2,21-07-2015,413,Open,No,No Holiday,No,2015.64086758
11725,576,2,21-07-2015,732,Open,No,No Holiday,Yes,2015.64086758
11726,577,2,21-07-2015,507,Open,No,No Holiday,Yes,2015.64086758
11727,578,2,21-07-2015,1002,Open,No,No Holiday,Yes,2015.64086758
11728,579,2,21-07-2015,685,Open,No,No Holiday,Yes,2015.64086758
11729,580,2,21-07-2015,1460,Open,No,No Holiday,Yes,2015.64086758
11730,581,2,21-07-2015,535,Open,No,No Holiday,No,2015.64086758
11731,582,2,21-07-2015,756,Open,No,No Holiday,No,2015.64086758
11732,583,2,21-07-2015,369,Open,No,No Holiday,Yes,2015.64086758
11733,584,2,21-07-2015,378,Open,No,No Holiday,No,2015.64086758
11734,585,2,21-07-2015,604,Open,No,No Holiday,Yes,2015.64086758
11735,586,2,21-07-2015,2196,Open,No,No Holiday,Yes,2015.64086758
11736,587,2,21-07-2015,541,Open,No,No Holiday,No,2015.64086758
11737,588,2,21-07-2015,570,Open,No,No Holiday,Yes,2015.64086758
11738,589,2,21-07-2015,503,Open,No,No Holiday,No,2015.64086758
11739,590,2,21-07-2015,304,Open,No,No Holiday,No,2015.64086758
11740,591,2,21-07-2015,432,Open,No,No Holiday,No,2015.64086758
11741,592,2,21-07-2015,473,Open,No,No Holiday,Yes,2015.64086758
11742,593,2,21-07-2015,1152,Open,No,No Holiday,Yes,2015.64086758
11743,594,2,21-07-2015,488,Open,No,No Holiday,Yes,2015.64086758
11744,595,2,21-07-2015,1369,Open,No,No Holiday,Yes,2015.64086758
11745,596,2,21-07-2015,761,Open,No,No Holiday,Yes,2015.64086758
11746,597,2,21-07-2015,771,Open,No,No Holiday,No,2015.64086758
11747,598,2,21-07-2015,683,Open,No,No Holiday,No,2015.64086758
11748,599,2,21-07-2015,691,Open,No,No Holiday,Yes,2015.64086758
11749,600,2,21-07-2015,488,Open,No,No Holiday,Yes,2015.64086758
11750,601,2,21-07-2015,324,Open,No,No Holiday,No,2015.64086758
11751,602,2,21-07-2015,597,Open,No,No Holiday,No,2015.64086758
11752,603,2,21-07-2015,935,Open,No,No Holiday,No,2015.64086758
11753,604,2,21-07-2015,411,Open,No,No Holiday,No,2015.64086758
11754,605,2,21-07-2015,417,Open,No,No Holiday,No,2015.64086758
11755,606,2,21-07-2015,515,Open,No,No Holiday,Yes,2015.64086758
11756,607,2,21-07-2015,380,Open,No,No Holiday,Yes,2015.64086758
11757,608,2,21-07-2015,893,Open,No,No Holiday,Yes,2015.64086758
11758,609,2,21-07-2015,483,Open,No,No Holiday,Yes,2015.64086758
11759,610,2,21-07-2015,449,Open,No,No Holiday,Yes,2015.64086758
11760,611,2,21-07-2015,428,Open,No,No Holiday,No,2015.64086758
11761,612,2,21-07-2015,314,Open,No,No Holiday,No,2015.64086758
11762,613,2,21-07-2015,787,Open,No,No Holiday,Yes,2015.64086758
11763,614,2,21-07-2015,1043,Open,No,No Holiday,Yes,2015.64086758
11764,615,2,21-07-2015,1034,Open,No,No Holiday,No,2015.64086758
11765,616,2,21-07-2015,751,Open,No,No Holiday,Yes,2015.64086758
11766,617,2,21-07-2015,555,Open,No,No Holiday,Yes,2015.64086758
11767,618,2,21-07-2015,480,Open,No,No Holiday,No,2015.64086758
11768,619,2,21-07-2015,389,Open,No,No Holiday,No,2015.64086758
11769,620,2,21-07-2015,689,Open,No,No Holiday,No,2015.64086758
11770,621,2,21-07-2015,648,Open,No,No Holiday,Yes,2015.64086758
11771,622,2,21-07-2015,367,Open,No,No Holiday,Yes,2015.64086758
11772,623,2,21-07-2015,735,Open,No,No Holiday,Yes,2015.64086758
11773,624,2,21-07-2015,552,Open,No,No Holiday,Yes,2015.64086758
11774,625,2,21-07-2015,544,Open,No,No Holiday,Yes,2015.64086758
11775,626,2,21-07-2015,571,Open,No,No Holiday,Yes,2015.64086758
11776,627,2,21-07-2015,615,Open,No,No Holiday,No,2015.64086758
11777,628,2,21-07-2015,708,Open,No,No Holiday,No,2015.64086758
11778,629,2,21-07-2015,451,Open,No,No Holiday,No,2015.64086758
11779,630,2,21-07-2015,770,Open,No,No Holiday,Yes,2015.64086758
11780,631,2,21-07-2015,576,Open,No,No Holiday,Yes,2015.64086758
11781,632,2,21-07-2015,823,Open,No,No Holiday,Yes,2015.64086758
11782,633,2,21-07-2015,442,Open,No,No Holiday,No,2015.64086758
11783,634,2,21-07-2015,566,Open,No,No Holiday,Yes,2015.64086758
11784,635,2,21-07-2015,546,Open,No,No Holiday,Yes,2015.64086758
11785,636,2,21-07-2015,558,Open,No,No Holiday,No,2015.64086758
11786,637,2,21-07-2015,661,Open,No,No Holiday,No,2015.64086758
11787,638,2,21-07-2015,448,Open,No,No Holiday,No,2015.64086758
11788,639,2,21-07-2015,397,Open,No,No Holiday,Yes,2015.64086758
11789,640,2,21-07-2015,707,Open,No,No Holiday,Yes,2015.64086758
11790,641,2,21-07-2015,395,Open,No,No Holiday,Yes,2015.64086758
11791,642,2,21-07-2015,391,Open,No,No Holiday,Yes,2015.64086758
11792,643,2,21-07-2015,922,Open,No,No Holiday,Yes,2015.64086758
11793,644,2,21-07-2015,850,Open,No,No Holiday,No,2015.64086758
11794,645,2,21-07-2015,1100,Open,No,No Holiday,No,2015.64086758
11795,646,2,21-07-2015,657,Open,No,No Holiday,No,2015.64086758
11796,647,2,21-07-2015,507,Open,No,No Holiday,Yes,2015.64086758
11797,648,2,21-07-2015,458,Open,No,No Holiday,Yes,2015.64086758
11798,649,2,21-07-2015,310,Open,No,No Holiday,Yes,2015.64086758
11799,650,2,21-07-2015,512,Open,No,No Holiday,No,2015.64086758
11800,651,2,21-07-2015,781,Open,No,No Holiday,Yes,2015.64086758
11801,652,2,21-07-2015,576,Open,No,No Holiday,Yes,2015.64086758
11802,653,2,21-07-2015,430,Open,No,No Holiday,Yes,2015.64086758
11803,654,2,21-07-2015,620,Open,No,No Holiday,Yes,2015.64086758
11804,655,2,21-07-2015,556,Open,No,No Holiday,Yes,2015.64086758
11805,656,2,21-07-2015,373,Open,No,No Holiday,No,2015.64086758
11806,657,2,21-07-2015,599,Open,No,No Holiday,Yes,2015.64086758
11807,658,2,21-07-2015,485,Open,No,No Holiday,Yes,2015.64086758
11808,659,2,21-07-2015,629,Open,No,No Holiday,No,2015.64086758
11809,660,2,21-07-2015,501,Open,No,No Holiday,No,2015.64086758
11810,661,2,21-07-2015,550,Open,No,No Holiday,No,2015.64086758
11811,662,2,21-07-2015,558,Open,No,No Holiday,No,2015.64086758
11812,663,2,21-07-2015,730,Open,No,No Holiday,No,2015.64086758
11813,664,2,21-07-2015,513,Open,No,No Holiday,Yes,2015.64086758
