,Unnamed: 0,Store,Weekday,Date,People,Open/Close,Promotions of the store,Holiday_of_the_city,Holiday_Of_Educational_Institute,Promo2On,Promo2Date
5764,5764,190,7,26-07-2015,0,Close,No,No Holiday,No,1,2014.76923077
5765,5765,191,7,26-07-2015,0,Close,No,No Holiday,No,1,2014.76923077
5766,5766,192,7,26-07-2015,0,Close,No,No Holiday,No,1,2014.76923077
5767,5767,193,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5768,5768,194,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5769,5769,195,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5770,5770,196,7,26-07-2015,0,Close,No,No Holiday,No,1,2011.26923077
5771,5771,197,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5772,5772,198,7,26-07-2015,0,Close,No,No Holiday,No,1,2010.25
5773,5773,199,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5774,5774,200,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5775,5775,201,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5776,5776,202,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5777,5777,203,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5778,5778,204,7,26-07-2015,0,Close,No,No Holiday,No,1,2014.76923077
5779,5779,205,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5780,5780,206,7,26-07-2015,0,Close,No,No Holiday,No,1,2012.26923077
5781,5781,207,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5782,5782,208,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5783,5783,209,7,26-07-2015,354,Open,No,No Holiday,No,1,2013.59615385
5784,5784,210,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5785,5785,211,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5786,5786,212,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5787,5787,213,7,26-07-2015,0,Close,No,No Holiday,No,1,2014.01923077
5788,5788,214,7,26-07-2015,0,Close,No,No Holiday,No,1,2014.19230769
5789,5789,215,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5790,5790,216,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5791,5791,217,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5792,5792,218,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5793,5793,219,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5794,5794,220,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5795,5795,221,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5796,5796,222,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5797,5797,223,7,26-07-2015,0,Close,No,No Holiday,No,1,2011.51923077
5798,5798,224,7,26-07-2015,0,Close,No,No Holiday,No,1,2013.01923077
5799,5799,225,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5800,5800,226,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5801,5801,227,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5802,5802,228,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5803,5803,229,7,26-07-2015,0,Close,No,No Holiday,No,1,2011.26923077
5804,5804,230,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5805,5805,231,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5806,5806,232,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5807,5807,233,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5808,5808,234,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5809,5809,235,7,26-07-2015,0,Close,No,No Holiday,No,1,2009.71153846
5810,5810,236,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5811,5811,237,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5812,5812,238,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5813,5813,239,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5814,5814,240,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5815,5815,241,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5816,5816,242,7,26-07-2015,0,Close,No,No Holiday,No,1,2011.26923077
5817,5817,243,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5818,5818,244,7,26-07-2015,0,Close,No,No Holiday,No,1,2012.01923077
5819,5819,245,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5820,5820,246,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5821,5821,247,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5822,5822,248,7,26-07-2015,0,Close,No,No Holiday,No,1,2012.76923077
5823,5823,249,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5824,5824,250,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5825,5825,251,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5826,5826,252,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5827,5827,253,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5828,5828,254,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5829,5829,255,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5830,5830,256,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5831,5831,257,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5832,5832,258,7,26-07-2015,0,Close,No,No Holiday,No,1,2009.71153846
5833,5833,259,7,26-07-2015,2857,Open,No,No Holiday,No,0,0.0
5834,5834,260,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5835,5835,261,7,26-07-2015,0,Close,No,No Holiday,No,1,2009.75
5836,5836,262,7,26-07-2015,4783,Open,No,No Holiday,No,0,0.0
5837,5837,263,7,26-07-2015,0,Close,No,No Holiday,No,1,2014.76923077
5838,5838,264,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5839,5839,265,7,26-07-2015,0,Close,No,No Holiday,No,1,2015.26923077
5840,5840,266,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5841,5841,267,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5842,5842,268,7,26-07-2015,0,Close,No,No Holiday,Yes,0,0.0
5843,5843,269,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5844,5844,270,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5845,5845,271,7,26-07-2015,0,Close,No,No Holiday,No,1,2011.26923077
5846,5846,272,7,26-07-2015,0,Close,No,No Holiday,No,1,2011.26923077
5847,5847,273,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5848,5848,274,7,26-07-2015,1608,Open,No,No Holiday,No,1,2013.19230769
5849,5849,275,7,26-07-2015,0,Close,No,No Holiday,No,1,2014.76923077
5850,5850,276,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5851,5851,277,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5852,5852,278,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5853,5853,279,7,26-07-2015,0,Close,No,No Holiday,No,1,2012.76923077
5854,5854,280,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5855,5855,281,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5856,5856,282,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5857,5857,283,7,26-07-2015,0,Close,No,No Holiday,No,1,2014.76923077
5858,5858,284,7,26-07-2015,0,Close,No,No Holiday,No,1,2014.76923077
5859,5859,285,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5860,5860,286,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5861,5861,287,7,26-07-2015,0,Close,No,No Holiday,No,1,2014.76923077
5862,5862,288,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5863,5863,289,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5864,5864,290,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5865,5865,291,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5866,5866,292,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5867,5867,293,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5868,5868,294,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5869,5869,295,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5870,5870,296,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5871,5871,297,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5872,5872,298,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5873,5873,299,7,26-07-2015,517,Open,No,No Holiday,No,0,0.0
5874,5874,300,7,26-07-2015,0,Close,No,No Holiday,No,1,2012.01923077
5875,5875,301,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5876,5876,302,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5877,5877,303,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5878,5878,304,7,26-07-2015,0,Close,No,No Holiday,Yes,0,0.0
5879,5879,305,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5880,5880,306,7,26-07-2015,0,Close,No,No Holiday,No,1,2014.76923077
5881,5881,307,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5882,5882,308,7,26-07-2015,0,Close,No,No Holiday,No,1,2010.25
5883,5883,309,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5884,5884,310,7,26-07-2015,250,Open,No,No Holiday,No,0,0.0
5885,5885,311,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5886,5886,312,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5887,5887,313,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5888,5888,314,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5889,5889,315,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5890,5890,316,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5891,5891,317,7,26-07-2015,0,Close,No,No Holiday,No,1,2011.26923077
5892,5892,318,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5893,5893,319,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5894,5894,320,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5895,5895,321,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5896,5896,322,7,26-07-2015,0,Close,No,No Holiday,No,1,2009.71153846
5897,5897,323,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5898,5898,324,7,26-07-2015,0,Close,No,No Holiday,No,1,2011.26923077
5899,5899,325,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5900,5900,326,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5901,5901,327,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5902,5902,328,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5903,5903,329,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5904,5904,330,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5905,5905,331,7,26-07-2015,0,Close,No,No Holiday,No,1,2015.26923077
5906,5906,332,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5907,5907,333,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5908,5908,334,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5909,5909,335,7,26-07-2015,1509,Open,No,No Holiday,No,1,2013.59615385
5910,5910,336,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5911,5911,337,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5912,5912,338,7,26-07-2015,0,Close,No,No Holiday,No,1,2009.71153846
5913,5913,339,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5914,5914,340,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5915,5915,341,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5916,5916,342,7,26-07-2015,0,Close,No,No Holiday,No,1,2014.76923077
5917,5917,343,7,26-07-2015,0,Close,No,No Holiday,No,1,2014.26923077
5918,5918,344,7,26-07-2015,0,Close,No,No Holiday,No,1,2011.26923077
5919,5919,345,7,26-07-2015,0,Close,No,No Holiday,No,1,2012.42307692
5920,5920,346,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5921,5921,347,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5922,5922,348,7,26-07-2015,0,Close,No,No Holiday,No,1,2012.42307692
5923,5923,349,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5924,5924,350,7,26-07-2015,0,Close,No,No Holiday,No,1,2011.26923077
5925,5925,351,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5926,5926,352,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5927,5927,353,7,26-07-2015,1993,Open,No,No Holiday,No,0,0.0
5928,5928,354,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5929,5929,355,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5930,5930,356,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5931,5931,357,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5932,5932,358,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5933,5933,359,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5934,5934,360,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5935,5935,361,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5936,5936,362,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5937,5937,363,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5938,5938,364,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5939,5939,365,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5940,5940,366,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5941,5941,367,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5942,5942,368,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5943,5943,369,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5944,5944,370,7,26-07-2015,0,Close,No,No Holiday,No,1,2009.59615385
5945,5945,371,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5946,5946,372,7,26-07-2015,0,Close,No,No Holiday,No,1,2014.34615385
5947,5947,373,7,26-07-2015,0,Close,No,No Holiday,No,1,2012.42307692
5948,5948,374,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5949,5949,375,7,26-07-2015,0,Close,No,No Holiday,No,1,2009.71153846
5950,5950,376,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5951,5951,377,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5952,5952,378,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5953,5953,379,7,26-07-2015,0,Close,No,No Holiday,Yes,0,0.0
5954,5954,380,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5955,5955,381,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5956,5956,382,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5957,5957,383,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5958,5958,384,7,26-07-2015,0,Close,No,No Holiday,No,1,2011.26923077
5959,5959,385,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5960,5960,386,7,26-07-2015,0,Close,No,No Holiday,No,1,2013.59615385
5961,5961,387,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5962,5962,388,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5963,5963,389,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5964,5964,390,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5965,5965,391,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5966,5966,392,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5967,5967,393,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5968,5968,394,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5969,5969,395,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5970,5970,396,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5971,5971,397,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5972,5972,398,7,26-07-2015,0,Close,No,No Holiday,No,1,2012.01923077
5973,5973,399,7,26-07-2015,0,Close,No,No Holiday,No,1,2011.76923077
5974,5974,400,7,26-07-2015,0,Close,No,No Holiday,No,1,2011.26923077
5975,5975,401,7,26-07-2015,0,Close,No,No Holiday,No,1,2012.26923077
5976,5976,402,7,26-07-2015,0,Close,No,No Holiday,No,1,2010.25
5977,5977,403,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5978,5978,404,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5979,5979,405,7,26-07-2015,0,Close,No,No Holiday,No,1,2011.26923077
5980,5980,406,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5981,5981,407,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5982,5982,408,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5983,5983,409,7,26-07-2015,0,Close,No,No Holiday,No,1,2013.01923077
5984,5984,410,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5985,5985,411,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5986,5986,412,7,26-07-2015,0,Close,No,No Holiday,No,1,2010.75
5987,5987,413,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5988,5988,414,7,26-07-2015,0,Close,No,No Holiday,No,1,2013.01923077
5989,5989,415,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5990,5990,416,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5991,5991,417,7,26-07-2015,0,Close,No,No Holiday,No,1,2014.19230769
5992,5992,418,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5993,5993,419,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5994,5994,420,7,26-07-2015,0,Close,No,No Holiday,No,1,2012.51923077
5995,5995,421,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5996,5996,422,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
5997,5997,423,7,26-07-2015,2426,Open,No,No Holiday,No,0,0.0
5998,5998,424,7,26-07-2015,0,Close,No,No Holiday,No,1,2011.76923077
5999,5999,425,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6000,6000,426,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6001,6001,427,7,26-07-2015,0,Close,No,No Holiday,No,1,2010.25
6002,6002,428,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6003,6003,429,7,26-07-2015,0,Close,No,No Holiday,No,1,2013.59615385
6004,6004,430,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6005,6005,431,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6006,6006,432,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6007,6007,433,7,26-07-2015,280,Open,No,No Holiday,No,0,0.0
6008,6008,434,7,26-07-2015,0,Close,No,No Holiday,No,1,2014.76923077
6009,6009,435,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6010,6010,436,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6011,6011,437,7,26-07-2015,0,Close,No,No Holiday,No,1,2010.96153846
6012,6012,438,7,26-07-2015,0,Close,No,No Holiday,No,1,2012.76923077
6013,6013,439,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6014,6014,440,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6015,6015,441,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6016,6016,442,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6017,6017,443,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6018,6018,444,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6019,6019,445,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6020,6020,446,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6021,6021,447,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6022,6022,448,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6023,6023,449,7,26-07-2015,0,Close,No,No Holiday,No,1,2009.71153846
6024,6024,450,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6025,6025,451,7,26-07-2015,0,Close,No,No Holiday,No,1,2010.25
6026,6026,452,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6027,6027,453,7,26-07-2015,930,Open,No,No Holiday,No,0,0.0
6028,6028,454,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6029,6029,455,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6030,6030,456,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6031,6031,457,7,26-07-2015,0,Close,No,No Holiday,No,1,2013.59615385
6032,6032,458,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6033,6033,459,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6034,6034,460,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6035,6035,461,7,26-07-2015,0,Close,No,No Holiday,No,1,2013.76923077
6036,6036,462,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6037,6037,463,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6038,6038,464,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6039,6039,465,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6040,6040,466,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6041,6041,467,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6042,6042,468,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6043,6043,469,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6044,6044,470,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6045,6045,471,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6046,6046,472,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6047,6047,473,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6048,6048,474,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6049,6049,475,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6050,6050,476,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6051,6051,477,7,26-07-2015,0,Close,No,No Holiday,No,1,2010.67307692
6052,6052,478,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6053,6053,479,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6054,6054,480,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6055,6055,481,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6056,6056,482,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6057,6057,483,7,26-07-2015,0,Close,No,No Holiday,No,1,2010.25
6058,6058,484,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6059,6059,485,7,26-07-2015,0,Close,No,No Holiday,No,1,2012.42307692
6060,6060,486,7,26-07-2015,0,Close,No,No Holiday,No,1,2013.59615385
6061,6061,487,7,26-07-2015,0,Close,No,No Holiday,No,1,2012.76923077
6062,6062,488,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6063,6063,489,7,26-07-2015,0,Close,No,No Holiday,No,1,2009.71153846
6064,6064,490,7,26-07-2015,0,Close,No,No Holiday,No,1,2014.76923077
6065,6065,491,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6066,6066,492,7,26-07-2015,0,Close,No,No Holiday,No,1,2012.76923077
6067,6067,493,7,26-07-2015,0,Close,No,No Holiday,No,1,2011.26923077
6068,6068,494,7,26-07-2015,1102,Open,No,No Holiday,No,0,0.0
6069,6069,495,7,26-07-2015,0,Close,No,No Holiday,No,1,2009.71153846
6070,6070,496,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6071,6071,497,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6072,6072,498,7,26-07-2015,0,Close,No,No Holiday,No,1,2014.76923077
6073,6073,499,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6074,6074,500,7,26-07-2015,0,Close,No,No Holiday,No,1,2013.09615385
6075,6075,501,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6076,6076,502,7,26-07-2015,0,Close,No,No Holiday,No,1,2009.71153846
6077,6077,503,7,26-07-2015,0,Close,No,No Holiday,No,1,2011.26923077
6078,6078,504,7,26-07-2015,0,Close,No,No Holiday,Yes,0,0.0
6079,6079,505,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6080,6080,506,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6081,6081,507,7,26-07-2015,0,Close,No,No Holiday,No,1,2009.71153846
6082,6082,508,7,26-07-2015,0,Close,No,No Holiday,No,1,2011.76923077
6083,6083,509,7,26-07-2015,0,Close,No,No Holiday,No,1,2009.71153846
6084,6084,510,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6085,6085,511,7,26-07-2015,0,Close,No,No Holiday,Yes,0,0.0
6086,6086,512,7,26-07-2015,1466,Open,No,No Holiday,No,0,0.0
6087,6087,513,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6088,6088,514,7,26-07-2015,0,Close,No,No Holiday,No,1,2012.51923077
6089,6089,515,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6090,6090,516,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6091,6091,517,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6092,6092,518,7,26-07-2015,0,Close,No,No Holiday,No,1,2010.25
6093,6093,519,7,26-07-2015,0,Close,No,No Holiday,No,1,2012.01923077
6094,6094,520,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6095,6095,521,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6096,6096,522,7,26-07-2015,0,Close,No,No Holiday,No,1,2011.17307692
6097,6097,523,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6098,6098,524,7,26-07-2015,249,Open,No,No Holiday,No,0,0.0
6099,6099,525,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6100,6100,526,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6101,6101,527,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6102,6102,528,7,26-07-2015,0,Close,No,No Holiday,No,1,2009.71153846
6103,6103,529,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6104,6104,530,7,26-07-2015,1152,Open,No,No Holiday,No,0,0.0
6105,6105,531,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6106,6106,532,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6107,6107,533,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6108,6108,534,7,26-07-2015,0,Close,No,No Holiday,No,1,2009.86538462
6109,6109,535,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6110,6110,536,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6111,6111,537,7,26-07-2015,0,Close,No,No Holiday,No,1,2012.01923077
6112,6112,538,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6113,6113,539,7,26-07-2015,0,Close,No,No Holiday,No,1,2014.76923077
6114,6114,540,7,26-07-2015,0,Close,No,No Holiday,No,1,2012.92307692
6115,6115,541,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6116,6116,542,7,26-07-2015,0,Close,No,No Holiday,No,1,2013.01923077
6117,6117,543,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6118,6118,544,7,26-07-2015,0,Close,No,No Holiday,No,1,2010.25
6119,6119,545,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6120,6120,546,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
6121,6121,547,7,26-07-2015,0,Close,No,No Holiday,No,0,0.0
